,explanation,stability,top_ngrams
272_only,interpersonal communication and reactions,0.6938814169532537,"['she started laughing', 'retorted rather loudly', 'he started yelling', 'and starts flirting', 'she laughed and', 'ignored me and', 'somebody then yelled', 'he kept apologizing', 'she laughed cause', 'kept making remarks', 'tried to flirt', 'um she laughed', 'asked i laughed', 'adam kept whispering', 'she said coolly', 'he started crying', 'and snickered', 'i was joking', 'scoffed at me', 'her husband insisted', 'eyes and snickered', 'until she yelled', 'and she laughed', 'starts flirting', 'the driver shrugged', 'started yelling', 'officer heard me', 'she yelled i', 'said very rudely', 'i started yelling', 'eyed her suspiciously', 'they were joking', 'embarrassment she giggled', 'him semi jokingly', 'cursed him out', 'ignored me', 'she laughs then', 'i started laughing', 'scissors someone shouted', 'asked me out', 'started to laugh', 'mom started crying', 'she scoffed', 'seemed interested', 'hurry she exclaimed', 'she just nodded', 'he said sure', 'called me a', 'and i bickered', 'laughed and', 'he thought i', 'smiled and said', 'just nodded and', 'sort of chuckled', 'laughed cause she', 'she giggled', 'says something funny', 'they ignored me', 'started to scream', 'he asked thinking', 'giving me shit', 'they seemed interested', 'said excuse me', 'driver shrugged refusing', 'they were laughing', 'i provoked gasps', 'said no and', 'he shouted but', 'approaches me and', 'started laughing', 'he said okay', 'she said ok', 'i was overreacting', 'i laughed and', 'rolled their eyes', 'she hung up', 'said i seemed', 'all laughed and', 'say just kidding', 'she smiled and', 'woman even shouted', 'bossed me around', 'sounded really upset', 'she shouted back', 'mime feigned innocence', 'said coolly', 'uh retorted rather', 'she said yes', 'says excuse me', 'called me an', 'crush rejected me', 'were joking and', 'and she laughs', 'she giggled and', 'she scoffed at', 'says sure and', 'she said no', 'belief she scoffed', 'extended a hand', 'turned and said']"
109_only,interactions involving humor and surprise,0.6369962316291743,"['i provoked gasps', 'i started laughing', 'she started laughing', 'she laughed cause', 'retorted rather loudly', 'of laughed because', 'eyed her suspiciously', 'somebody then yelled', 'i was joking', 'people laugh that', 'started to laugh', 'sees my shirt', 'saw me laughing', 'neighbor had recognized', 'and snickered', 'officer heard me', 'everyone assumes i', 'eyes and snickered', 'scoffed at me', 'provoked gasps', 'started laughing', 'heard what sounded', 'at me quizzically', 'kind of laughed', 'laughed cause she', 'they were joking', 'was very suspicious', 'the nose comment', 'called me a', 'look very jewish', 'said very rudely', 'sounded a little', 'they were laughing', 'sort of chuckled', 'teacher was concerned', 'laughed because i', 'criticizing my hairdo', 'kept making remarks', 'called me an', 'laughed cause', 'friends saw me', 'and when told', 'later she realized', 'said i seemed', 'creepy for staring', 'adam kept whispering', 'leered at me', 'heard a rumor', 'then i realized', 'started laughing i', 'mom started crying', 'instant i thought', 'he was gay', 'i laughed and', 'asked me why', 'he heard someone', 'hailed as idiotic', 'knew exactly who', 'they thought i', 'sudden i heard', 'was completely disbelieving', 'saying i look', 'stank like weed', 'i started yelling', 'caught of fooling', 'he asked thinking', 'immediately was aware', 'snide comment about', 'asked i laughed', 'she recognized me', 'heard the woman', 'suddenly i heard', 'scissors someone shouted', 'recognized me and', 'then someone said', ""he 's gay"", 'was very confused', 'moment she gasped', 'um she laughed', 'rolled their eyes', 'i knew who', 'i told you', 'heard me say', 'wife looked at', 'she yelled i', 'tiny bit joking', 'i almost died', 'hear boys laughing', 'asked what happened', 'kind of weird', 'officer actually said', 'homosexuality thing', 'giving me shit', ""were n't laughing"", 'are probably thinking', 'came back horrified', 'i recognized her', 'turned and saw', 'i heard someone', 'realized what that']"
314_only,interactions involving humor and emotions,0.6054443344049069,"['she started laughing', 'retorted rather loudly', 'she laughed cause', 'i provoked gasps', 'says something funny', 'and starts flirting', 'we caught eyes', 'i started laughing', 'i was joking', 'somebody then yelled', 'liked her immediately', 'they were laughing', 'suddenly she looked', ""'m somewhat famous"", 'were either laughing', 'scissors someone shouted', 'are both laughing', 'eyes and snickered', 'room went silent', 'and snickered', 'sort of chuckled', 'tried to flirt', 'lost my husband', 'exhalation someone shouted', 'suddenly i felt', 'sudden i felt', 'we were laughing', 'he started yelling', 'we got engaged', 'embarrassment she giggled', 'they were joking', 'started to laugh', 'i was funny', 'met my wife', 'laughed cause she', 'say something profound', 'started laughing', 'um she laughed', 'adam kept whispering', 'somebody starts singing', 'tiny bit joking', 'i started yelling', 'she laughed and', 'she yelled i', 'sort of boyfriend', ""were n't laughing"", 'later she realized', 'who looked cute', 'and she laughed', 'and i bickered', 'suddenly i realized', 'i just blurted', 'asked i laughed', 'he started crying', 'she giggled', 'kind of laughed', 'started laughing i', 'kept making remarks', 'kidding i', 'she said coolly', 'his new boyfriend', 'first grade flirtation', 'she said yes', 'i am funny', 'mom started crying', 'around my girlfriend', 'starts flirting', 'and i screamed', 'snide comment', 'murdering my fiance', 'boyfriend of six', 'we dated but', 'asked me out', 'mom got sick', 'troy hugged me', 'of laughed because', 'became good friends', 'she recognized me', 'laughed because i', 'lost his wife', 'i got distracted', 'started yelling', 'recently broke up', 'fridge i laughed', 'that my jokes', 'him semi jokingly', 'was joking around', 'she was serious', 'together and whispered', 'she hugged me', 'dropped a bombshell', 'just been blindsided', 'saluted me very', 'hurry she exclaimed', 'i started crying', 'losing my wife', 'with his girlfriend', 'suddenly i was', 'was acting crazy', 'laughing a little']"
212_only,interactions and movements in a shared living space,0.6825813774401838,"['downstairs our neighbors', 'missed my flatmates', 'and darted downstairs', 'neighbor came over', 'guard spotted us', 'called the neighbor', 'my bunkmates', 'nanny was asleep', 'darted downstairs', 'uncle stood guard', 'downstairs to talk', 'parents were screaming', 'the doorbell rang', 'he went downstairs', 'bunkmates start talking', 'behind me feigning', 'they call upstairs', 'who lived downstairs', 'parents got home', 'stormed out and', 'husband just walked', 'leaves the room', 'and disappeared back', 'ignored me and', 'of my bunkmates', 'he heard someone', 'my flatmates', 'behind me grabbed', 'all snuck out', 'walked away and', 'son comes running', 'i crawled quietly', 'spotted us and', 'somebody then yelled', 'we snuck out', 'problems lived downstairs', 'people behind me', 'snuck out', 'neighbor coming', 'would sneak away', 'walked right past', 'called my husband', 'friend would sneak', 'runs out crying', 'sneak out when', 'meeting a friend', 'we were escorted', 'walked off into', 'jeering joyful classmates', 'and starts flirting', 'i ran downstairs', 'bribe the guards', 'followed my cousin', 'friends come over', 'the various neighbors', 'was led upstairs', 'the neighborhood kids', 'someone interrupted', 'wandered outside', 'friend cornered me', 'grandparents watching my', 'locked the door', 'to sneak out', 'other guys waiting', 'showed up unannounced', 'to the neighbors', 'turned and walked', 'he came downstairs', 'neighbor to come', 'we caught eyes', 'tells my wife', 'went inside to', 'car and whisked', 'a mutual friend', 'cop stopped us', 'neighbor came', 'already called ahead', 'nearby table gave', 'went back inside', 'sped off before', 'gently excuse himself', 'she hung up', 'they left but', 'there watching us', 'we ran upstairs', 'calls from friends', 'i went downstairs', 'and walked off', 'became my cellmate', 'the other students', 'parents got taken', 'called my mom', 'and bolted from', 'hear people talking', 'into my boss', 'left his wife', 'were just mobbed', 'acquaintance walks in', 'finally goes upstairs', 'i snuck into']"
106_only,interactions and behaviors in personal relationships,0.6540288882877676,"['practiced that answer', 'googling strangers so', 'writing his obituary', 'good at googling', 'that my flirting', 'i impress everyone', 'pagans have fundraisers', 'they applaud virginity', 'i wrote speeches', 'stealing others ideas', 'compliment people', 'not her idea', 'of googling strangers', 'you compliment people', 'to ethnically stereotype', 'say something profound', 'as an insult', 'that my jokes', 'handled grief so', 'assume bad intent', 'i could fake', 'justified my rudeness', ""'m somewhat famous"", 'lost my virginity', 'explain the joke', 'advocate the death', 'applaud virginity in', 'googling strangers', 'fathers feeling marginalized', 'done my research', 'clearly been studying', 'collars as fashion', 'satisfy me sexually', 'was writing jokes', 'altered my testimony', 'the perfect excuse', 'wackiness is valued', 'practice of googling', 'snide comment', 'legislate what people', 'tried to flirt', 'lie to get', 'our vows unimpeachable', 'applaud virginity', 'defense i exaggerated', ""'d married well"", 'tailored my story', 'lawyer for everybody', 'your peers mattered', 'told the unboyfriend', 'i google strangers', 'at googling strangers', 'to write jokes', 'condemn the googling', 'first grade flirtation', 'grand romantic gesture', 'stealing others', 'googling of strangers', 'about googling yourself', 'permission without permission', 'this takes practice', 'judge me', 'and stalk someone', 'googling strangers sure', 'wedding vow sounded', 'could fake confidence', 'being a girlfriend', 'the worst breakups', 'almost being brainwashed', 'i openly retaliated', 'dates another guy', 'achieved the dream', 'i just apologized', ""could 've googled"", 'ploy became routine', 'worked into conversation', 'even had sex', 'her googling myself', ""i 'm overachieving"", 'sort of boyfriend', ""i 'd rehearsed"", 'lies on dates', 'dialing the unboyfriend', 'a sickness defined', 'he had googled', 'us practice hiding', 'amazing visit excuse', 'appropriated and packaged', 'stepdad because you', 'a hook excuse', 'sold the recipe', 'slept with someone', 'was surprisingly specific', 'have fucking groupies', 'infinitely justifiable offense', 'serious nihilism is', 'organized my life', 'my flirting', 'wrote an apology', 'ethnically stereotype people']"
152_only,instructions for tasks or actions,0.6453516254270726,"['flip a coin', 'you add together', 'roll dice to', 'keep one pile', 'unclip each one', 'write it down', 'you roll to', 'wrote down all', 'add together all', 'wrote down the', 'remember the number', 'count down and', 'measure the flour', 'when added up', 'take the image', 'write your name', 'and unclip each', 'need two identical', 'erase four lines', 'number and we', 'pour in', 'and redeem it', 'get an envelope', 'call him and', 'for every finger', 'take and', 'repeat and', 'wash another pair', 'order you want', 'pull three lines', 'put the key', 'roll to see', 'answer the letters', 'fill with water', 'take one home', 'do that twice', 'on each side', 'print the names', 'everyone and ask', 'call them and', 'go first and', 'names down and', 'roll to find', 'download and print', 'fit them together', 'ask god for', 'i write out', 'find it and', 'call and', 'enough yarn in', 'tick what', 'can come here', 'ask them for', 'take turns to', 'accumulated the responses', 'copy every', 'form horizontal lines', '- mail it', 'we wrote down', 'me her number', 'next and then', 'had every combination', 'roll and', 'wrote down a', 'i gathered up', 'peel and cut', 'freeze little bits', 'save up', 'and ping there', 'me the keys', 'set a date', 'place the first', 'then you answer', 'take them home', 'i download and', 'grab one pair', 'added up', 'ask them the', 'um save up', 'birth year so', 'two sugar cubes', 'i google each', 'emptied the powder', 'should take and', 'slices and butter', 'put the card', 'water and salt', 'would come pick', 'get an identical', 'keep the seed', 'name and then', 'one on each', 'sign this and', 'have three options', 'google it and', 'redeem it and', 'roll dice', 'next person would', 'unclip each', 'pull and']"
89_only,humor and misunderstanding,0.6414886352714495,"['she laughed cause', 'i was joking', 'tiny bit joking', 'defense i exaggerated', 'you already hate', 'practiced that answer', 'kidding i', 'say just kidding', 'snide comment', 'i was overreacting', 'of laughed because', 'funny to anyone', 'said very rudely', 'kidding but', 'i exaggerated', 'retorted rather loudly', 'as an insult', 'stepdad because you', 'bad joke right', 'she was serious', 'i started laughing', ""'m not kidding"", 'laughed cause', ""'s only joking"", ""they were'nt joking"", 'believed her until', 'not her idea', 'said guess what', 'cried for nothing', 'laughed because i', 'only joking', 'semi jokingly', 'said why and', 'he asked thinking', 'not to brag', 'i provoked gasps', 'they were joking', 'just kidding but', 'i almost died', 'screams fuck you', 'might seem obvious', 'meant it in', 'doubt my sincerity', 'laughed because', 'him semi jokingly', 'mistranslated if you', 'was a lie', 'care a euphemism', 'would be funnier', 'funnier if i', 'he knows anyways', 'explain the joke', 'everyone assumes i', 'even racist because', 'knew exactly who', 'that may sound', 'just kidding', 'where i exaggerated', 'i told you', 'people laugh that', 'laughed cause she', 'lot i joke', 'you keep joking', 'told the unboyfriend', 'said anything positive', ""were'nt joking"", 'i laughed you', 'i smiled because', ""'m being honest"", 'sort of boyfriend', 'a snide comment', 'said no because', 'raped oh wait', 'response was nah', ""'m laughing because"", 'snide comment about', 'the breakup did', 'surprised than offended', 'uh she admitted', 'real this time', 'assume bad intent', 'said look you', 'mean that as', 'i was funny', 'i was unfair', 'he knows i', 'gay cause he', 'no one laughs', 'joke right', 'uh retorted rather', 'asked i laughed', ""n't sue me"", 'was gay cause', 'notice she said', 'he asked okay', 'serious about this', 'husband realize he', 'was very suspicious', 'she started laughing', 'is technically illegal']"
316_only,human interactions and reactions,0.6138937091044542,"['she started laughing', 'she laughed and', 'and he replied', 'got distracted and', 'got distracted', 'but just then', 'she laughed cause', 'ignored me and', 'ever be able', 'sort of chuckled', 'i got distracted', 'he started yelling', 'later she realized', 'she was serious', 'suddenly she looked', 'um she laughed', 'she said coolly', 'not be able', 'not being able', 'then something happened', 'fire exting', 'i laughed and', 'said no and', 'then he kinda', 'this fire exting', 'and snickered', 'tiny bit joking', 'he shouted but', 'said was ignored', 'laughed and', 'then i realized', 'i was joking', 'retorted rather loudly', 'she laughs then', 'and she laughed', 'suddenly he stops', 'he meant it', 'were joking and', 'they were joking', 'started to struggle', 'she just nodded', 'i was overreacting', 'we laughed and', 'until she yelled', 'he slipped and', 'being able', 'all laughed and', 'she yelled i', 'response was nah', 'and quickly disappeared', 'she scoffed', 'she said yes', 'but by mistake', 'somebody then yelled', 'asked i laughed', 'and i bickered', 'and i screamed', 'just been blindsided', 'room went silent', 'eyes and snickered', 'disrespected me', 'said without hesitation', 'and sure enough', 'of being able', 'he just nodded', 'we dated but', 'smiled and said', 'uh retorted rather', 'i started laughing', 'turned and said', 'he said maybe', 'she giggled', 'kind of laughed', 'him semi jokingly', 'he said okay', 'she said ok', 'he smiled and', 'i provoked gasps', 'but then he', 'but he answered', 'she giggled and', 'he said yes', 'started to laugh', 'seemed interested', 'they ignored me', 'i was rejected', 'distracted and started', 'she said no', 'and i panicked', 'she said i', 'she smiled and', 'and almost accidentally', 'said okay and', 'officer said suddenly', 'and smiled and', 'and then disappeared', 'something came up', 'the driver shrugged', 'ignored me', 'and just then']"
327_only,human interactions and reactions,0.6538533128221186,"['she started laughing', 'room went silent', 'somebody then yelled', 'we caught eyes', 'retorted rather loudly', 'the doorbell rang', 'exhalation someone shouted', 'suddenly she looked', 'bunkmates start talking', 'suddenly i heard', 'he started yelling', 'mom got sick', 'scissors someone shouted', 'sudden i heard', 'and snickered', 'eyes and snickered', 'i provoked gasps', 'sudden i felt', 'adam kept whispering', 'are both laughing', 'they were laughing', 'i started laughing', 'together and whispered', 'suddenly i felt', 'until she yelled', 'father got sick', 'mom started crying', 'and starts flirting', 'turned and said', 'we were laughing', 'started yelling', 'i started yelling', 'my phone rang', 'suddenly i hear', 'suddenly i was', 'he heard someone', 'started to laugh', 'heard another thud', 'was joking around', 'officer said suddenly', 'i got distracted', 'started laughing', 'someone shouted', 'suddenly i realized', 'heard a helicopter', 'interrupted the conversation', 'were either laughing', 'and i bickered', 'she laughed cause', 'sudden we hear', 'heard a loud', 'she giggled', 'says something funny', 'sudden i was', 'behind me grabbed', 'just been blindsided', 'later she realized', 'somebody starts singing', 'then someone said', 'she laughed and', 'lost my husband', 'sort of chuckled', 'turned and saw', 'embarrassment she giggled', 'husband just walked', 'and i screamed', 'started to scream', 'got distracted', 'i just blurted', 'something was up', 'she yelled i', 'kept making remarks', 'around my girlfriend', 'we laughed and', 'liked her immediately', 'friend cornered me', 'missed my flatmates', 'became my cellmate', 'my classmates death', 'i stopped midstride', 'she said coolly', 'became very quiet', 'later the doorbell', 'met my wife', 'i said shyly', 'coughed a little', 'downstairs our neighbors', 'room and suddenly', 'i whirled around', 'he started crying', 'each other laughing', 'everyone goes silent', 'she was screaming', 'weeks later she', 'they were joking', 'mom was crying', 'um she laughed', 'looked around scared', 'guard spotted us', 'someone interrupted']"
250_only,gardening and personal care,0.6206018171475384,"['de', 'swelling would go', 'hair that goes', 'need less water', 'water and salt', ""'ll grow and"", 'less water and', 'fewer calories', 'neat and tidy', 'keep one pile', 'was too curly', 'tidy flower bed', 'sea ice', 'less water', 'foliage that covers', 'fill with water', 'to not shave', 'more productive crops', 'would increase harvests', 'shrinking ice', 'wheat that can', 'filthy tiles', 'ribbons and trimmed', 'use those seeds', 'increased grain harvests', 'like washes it', 'a thicker layer', 'long rows', 'longer and thicker', 'the dough', 'possible to shrink', 'wearing make up', 'peel and cut', 'slices and butter', 'washes it off', 'reduces the amount', 'leaves and stems', 'and melting permafrost', 'thin as possible', 'mile thick ice', 'use less land', 'fertilizer and water', 'rid of it', ""n't wash"", 'a longer growing', 'washes it', 'not shave', 'very baggy', 'if the ram', 'thinner at the', 'less fertilizer and', 'shelves', 'water and fertilizer', 'require less water', 'grasses build up', 'stouter wheat could', 'ice water and', 'beautiful thin', 'grow more and', 'cloth over it', 'and trimmed back', 'ruination of soil', 'and the width', 'closely mown grass', 'uh sea ice', 'cut the apples', 'hot water', 'leaves down', 'dust and', 'few items and', 'exhausting the soil', 'yield fewer calories', 'salted water', 'mow', 'much thinner so', 'long narrow', 'have thinly sliced', 'thin and', 'longer growing', 'mown grass', 'tape it closed', 'was washed and', 'fewer calories per', 'eye shadow', 'the crusts', 'be proud of', 'cools the ground', 'thinner so', 'left unmown it', 'grow and', 'erosion of ice', 'them with water', 'weird volumous bob', 'large chest', 'it builds up', 'stalks became spindly', 'watering and it', 'wash another pair', 'the extra growth', 'melting of ice']"
156_only,"food, drinks, and studying various subjects",0.7440791015716941,"['and potatoes apples', 'we had sushi', 'years studying biology', 'studying biology', 'placemats some crayons', 'were studying geography', 'sushi and sake', 'i can bake', 'burgers and bacon', 'he drank scotch', 'owned some wine', 'drinks i had', 'to study physics', 'things like calculus', 'drank scotch', 'grabbed my scotch', 'bake a pie', 'jameson and coke', 'potatoes apples', 'cases of beer', 'studying physics', 'and aged balsamic', 'playing board games', 'playing an instrument', 'year studying physics', 'and drink liquor', 'drinks i', 'degrees in history', 'woulda studied animal', 'and scientific supplies', 'of bananas apples', 'mugs of tea', 'and watching dvds', 'me a bacardi', 'papayas and bananas', 'languages that i', 'the cookies i', 'taught them geography', 'had no cookware', 'major in psychology', 'cans of cheap', 'cups of nescafe', 'rented an rv', 'and eating chinese', ""'re drinking wine"", 'varietals and pasta', ""'m a chemist"", 'homemade apple pies', 'some vegetable curry', 'cooked my first', 'to drink tea', 'like learning farsi', 'have sushi', 'of cheap beer', 'and study dolphins', 'drink liquor', 'his cd collection', 'studying biology i', 'regular dr pepper', 'cassava and potatoes', 'scotch and', 'bananas apples', 'as home baked', 'became a chemist', 'the movies i', 'play the piano', 'macaroni and cheese', 'bottle of wine', 'at culinary school', 'the necessary medications', 'pastas from italy', 'who raised chickens', 'to play billiards', 'and drank coors', 'strumming the guitar', 'i drank barolo', 'plates and cups', 'cans of', 'a dr pepper', 'become a biologist', 'and vodka', 'and a liquor', 'pizza and caesar', 'for his martini', 'play the guitar', 'sweet stereo system', 'the music i', 'a bacardi and', 'to study history', 'homemade pie', 'smoke a joint', 'fancy photocopying machine', 'chinese or italian', 'pile of cds', 'drank barolo for', 'the staple crop', 'and lipstick samples', 'diet dr pepper', 'drink tea', 'glasses of fine']"
171_only,"food, drinks, and activities",0.7424987116744668,"['placemats some crayons', 'jameson and coke', 'we had sushi', 'bake a pie', 'owned some wine', 'the necessary medications', 'cases of beer', 'drinks i had', 'rented an rv', 'skivvies toothbrush floss', 'cups of nescafe', 'things like calculus', 'he drank scotch', 'drank scotch', 'grabbed my scotch', 'cans of cheap', 'had no cookware', 'homemade apple pies', 'i can bake', 'and aged balsamic', 'and potatoes apples', 'and lipstick samples', 'build little submarines', 'paper and charcoal', 'and drink liquor', 'mugs of tea', 'shirt toothbrush toothpaste', 'sushi and sake', 'strumming the guitar', 'of cheap beer', 'were studying geography', 'we had pasta', 'the cookies i', 'can of apple', 'cans of', 'light some incense', 'drawings with charcoal', 'burgers and bacon', 'years studying biology', 'and played tetris', 'plates and cups', 'plate of pasta', 'and watching dvds', 'some vegetable curry', 'homemade pie', 'and scientific supplies', 'as home baked', 'regular dr pepper', 'pizza and caesar', 'studying biology', 'for his martini', 'chocolate chip waffles', 'would drink instant', 'me a bacardi', 'macaroni and cheese', 'a dr pepper', 'pastas from italy', 'an old cassette', 'knocking back cans', 'i took needlepoint', 'pounds of apples', 'woulda studied animal', 'enzymes are biological', 'fancy photocopying machine', 'pronounce ancient latin', 'smoke a joint', 'of dried oregano', 'dietetic dr pepper', 'how to cook', 'cooked my first', 'his cd collection', 'bottle of wine', 'order hot dogs', 'drink instant soup', 'taught them geography', 'diet dr pepper', 'necessary medications', 'photocopying machine', 'glasses of fine', 'a bacardi and', 'toothbrush toothpaste', 'brought him kosher', 'drinks i', 'homemade apple', 'brought some candy', 'varietals and pasta', 'in apple pies', 'drink liquor', 'bags of rice', 'the scrapbooking materials', 'and aloe vera', 'play the piano', 'internet and researching', 'and eating chinese', 'to play billiards', 'could make macaroni', 'drank barolo for', 'needed my crocheting', 'taken parasailing', 'him some books']"
175_only,food and time periods,0.6618010387312654,"['like burnt steak', 'this fire exting', 'not being able', 'of nineteen sixty', 'fire exting', 'turkey tetrazzini', 'mashed potato', 'between nineteen thirty', 'not be able', 'like mashed potatoes', 'between nineteen fifty', 'beautiful like yellow', 'of nineteen ninety', 'in nineteen sixty', 'in nineteen seventy', 'roast beef', 'nineteen sixty', 'of nineteen fifty', 'in nineteen thirty', 'twelve degree angle', 'nineteen seventy', 'nine nineteen seventy', 'was nineteen seventy', 'of being able', 'being able', 'like pudding', ""'s nineteen seventy"", 'made from potato', 'some chocolate chip', 'of nineteen forty', 'nineteen thirty', 'bit nineteen sixty', 'of nineteen eighty', 'a nineteen thirty', 'like sour milk', 'nineteen ninety', 'like an orange', 'in nineteen fifty', 'smell like sour', 'those chocolate chip', ""'s nineteen forty"", 'dressed like gandalf', 'chocolate chip', 'shaped like', 'about nineteen seventy', 'could make macaroni', 'and nineteen thirty', 'twentieth nineteen ninety', 'sliced red onion', 'with chocolate chip', 'in eighteen eighty', 'and cheese sandwich', 'in nineteen ninety', 'sliced red', 'lemon lime', 'eighteen seventy', 'macaroni and cheese', 'was nineteen eighty', 'smog of sulfuric', 'buttered slices of', 'twenty thousand fifty', 'ever be able', 'in nineteen eighty', 'proof nineteen seventy', 'to captain crunch', 'like a lime', 'nineteen fifty', 'a hot dog', 'that lemon lime', 'on nineteen ninety', 'his eye socket', 'favorite turkey tetrazzini', 'criss cross', 'mashed potatoes', 'since nineteen eighty', 'to your forefingers', 'nineteen eighty', 'pizza and caesar', 'texas nineteen sixty', 'tasting like liquid', 'between buttered slices', 'at like mashed', 'like a walrus', 'feta', 'was chocolate chip', 'cheese sandwich', 'and nineteen fifty', 'in nineteen forty', 'this nineteen seventy', 'one nineteen forty', 'feta cheese', 'our nineteen eighty', 'buttered slices', 'hopefully being able', 'fourteen ninety', 'top ramen chili', 'that red velvet', 'before nineteen eighty', 'five thousand three', 'a tiger print']"
115_only,food and cooking ingredients,0.7286987901556388,"['some sliced cucumber', 'sliced cucumber', 'cucumber and mayonnaise', 'pounds of apples', 'mashed potato', 'ounces of bread', 'sugar cubes', 'buttered slices', 'water and salt', 'buckets of ice', 'slices of bread', 'soaked with sweat', 'bag of peas', 'muddy clay', 'two sugar cubes', 'mashed potatoes', 'like burnt steak', 'lemon slices', 'buttered slices of', 'sliced red onion', 'like sour milk', 'bags of rice', 'mown grass', 'pint of tepid', 'piece of tomato', 'burnt steak stew', 'a hot shower', 'and aged balsamic', 'between buttered slices', 'made from potato', 'good fresh tomatoes', 'baked beans', 'of wheat kernels', 'sour milk', 'with lemon slices', 'across muddy clay', 'had mashed potato', 'fill with water', 'cold sugary', 'my scalp peeled', 'and warm soda', 'ice cold sugary', 'closely mown grass', 'slices and butter', 'grass clippings', 'can of apple', 'olive oil', 'and stale baked', 'half inch chunks', 'sliced red', 'full of mud', 'boiling water', 'like mashed potatoes', 'kilos of millet', 'and mayonnaise sandwiches', 'wet clay', 'with olive oil', 'make ice cold', 'mayonnaise sandwiches', 'aged balsamic', 'an ice pack', 'and baked beans', 'seal meat', 'mother put sausages', 'wheat kernels', 'a cheese sandwich', 'balsamic', 'and cheese sandwich', 'of dried oregano', 'wet and sticky', 'cut the apples', 'block of ice', 'bags of trash', 'cold paper towel', 'blood running down', 'ice water and', 'wheat and potatoes', 'hot mugs of', 'a milkshake ice', 'warm soda and', 'pepper sodas', 'cheese sandwich', 'milkshake ice', 'burnt steak', 'of seal meat', 'drawn butter', 'burned beer stained', 'an ice cold', 'crunchy tortillas', 'dried oregano', 'mayonnaise', 'thick cement', 'covered with olive', 'of sweetened water', 'hot shower', 'flour roll', 'fifty percent sawdust', 'iv of saline', 'frantically harvested potatoes', 'thinly sliced']"
246_only,fear and uncertainty in facing challenges or changes,0.6233991998299572,"['de', 'fear being alone', 'was chickening out', 'embarrassed and afraid', ""'ll grow and"", 'or drifting apart', 'i would return', 'inevitably run out', 'it felt impossible', 'be time consuming', 'worry that if', 'go out again', 'beyond hope that', 'push past it', 'and waited and', 'be out there', 'always be there', 'stop and they', 'terrified of losing', 'always too scared', 'to drift apart', 'take too long', 'them will fail', 'the days passed', 'i dread all', 'longer we wait', 'go from there', 'na get bored', 'be ignored and', 'and patience but', 'not run out', 'very long wait', 'be some time', 'terrified that', 'quickly as possible', 'because i dread', 'had hope everyday', 'play endlessly and', 'weeks went by', 'take her time', 'hour to wait', 'patience but it', 'i wait and', 'will be fine', 'humiliation if', 'so afraid that', 'not be there', 'to risk it', 'patience but', 'i persisted and', 'na be alone', 'regret it', 'go back out', 'just wait but', 'am terrified', 'of give up', 'run but', 'wanted to but', 'never and delay', 'run and never', 'became time consuming', 'would get tired', 'go down but', 'go in again', 'keep going', 'kept worrying and', 'or walk away', 'buy and forget', 'start over again', 'ecological limits', 'attend but', 'and headed out', 'abandon it', 'go out there', 'possibly do and', 'be alone', 'no longer dally', 'get tired and', 'got there and', ""scared they 'd"", 'was exhausting', ""'m terrified but"", 'be better and', 'just stuff overwhelm', 'never come back', 'can stay there', 'not leave that', 'out there eventually', 'am cowardly', 'ever be ashamed', 'through but hope', ""okay we 'll"", 'um save up', 'fear that they', 'rid of it', 'about letting go', 'avoid her and', 'but delay', 'felt impossible', 'waited and waited']"
260_only,fear and uncertainty,0.6240037728884872,"['embarrassed and afraid', 'or drifting apart', 'was chickening out', 'and headed out', 'fear being alone', 'and darted downstairs', 'de', 'and play together', 'to drift apart', 'always too scared', 'terrified of losing', 'be time consuming', 'be out there', 'work together and', 'i am cowardly', 'play together and', 'always be there', 'worry that if', 'i gathered up', 'quickly as possible', 'i was exhausted', 'go out there', 'am cowardly', ""'re busy and"", 'we overpacked and', 'run and never', 'was absolutely exhausted', ""should n't skimp"", ""'ll grow and"", 'play endlessly and', 'fell back asleep', 'inevitably run out', 'having friendships', 'play together', 'be ignored and', 'because i dread', 'kids and i', 'and walked back', 'we overpacked', 'and run and', 'go out again', 'having friendships that', 'run but', 'i was determined', 'packed up', 'was exhausting', 'went and i', 'and patience but', 'without ruining land', 'to pack everything', 'run and', 'take her time', 'run away and', 'we snuck out', ""'m a coward"", 'na be alone', 'too was exhausted', 'or run away', 'making the effort', 'avoid her and', 'be alone', 'protect her and', 'terrified that', 'through the checkout', 'and going out', 'worrying and trying', 'it felt impossible', 'darted downstairs', 'and scared they', 'friends easily but', 'be actively involved', 'being out there', 'chickening out', 'scared to', 'not run out', 'head out there', ""'m terrified but"", 'packed it up', 'you head out', 'but nevertheless risky', 'not afford to', 'to work together', 'difficult and expensive', 'she contemplated walking', 'pack everything they', 'reaching out', 'jump in and', 'out there and', 'and get rid', 'very long wait', ""scared they 'd"", 'went downstairs', 'i secretly dread', 'be picky', 'or walk away', 'always sneak down', 'to be alone', 'be there for', 'seem doable', 'i packed up']"
